2025-11-20T18:34:25.762216 | sports_talk_shows_178 | chunk 0 | prompt_tokens=7104, candidates_tokens=237, total_tokens=7341
2025-11-20T18:41:54.592237 | sports_talk_shows_270 | chunk 14 | prompt_tokens=12531, candidates_tokens=238, total_tokens=12769
2025-11-20T18:42:04.711372 | sports_talk_shows_270 | chunk 15 | prompt_tokens=10500, candidates_tokens=299, total_tokens=10799
2025-11-20T18:42:20.143720 | sports_talk_shows_270 | chunk 16 | prompt_tokens=16468, candidates_tokens=257, total_tokens=16725
2025-11-20T18:42:27.240134 | sports_talk_shows_172 | chunk 0 | prompt_tokens=4815, candidates_tokens=246, total_tokens=5061
2025-11-20T18:42:38.241990 | sports_talk_shows_172 | chunk 1 | prompt_tokens=5972, candidates_tokens=302, total_tokens=6274
2025-11-20T18:42:51.163129 | sports_talk_shows_172 | chunk 2 | prompt_tokens=11965, candidates_tokens=221, total_tokens=12186
2025-11-20T18:42:59.450067 | sports_talk_shows_172 | chunk 3 | prompt_tokens=4274, candidates_tokens=170, total_tokens=4444
2025-11-20T18:43:16.576729 | sports_talk_shows_172 | chunk 4 | prompt_tokens=5431, candidates_tokens=221, total_tokens=5652
2025-11-20T18:43:30.806157 | sports_talk_shows_172 | chunk 5 | prompt_tokens=7903, candidates_tokens=267, total_tokens=8170
2025-11-20T18:43:42.340415 | sports_talk_shows_172 | chunk 6 | prompt_tokens=9726, candidates_tokens=240, total_tokens=9966
2025-11-20T18:43:52.839500 | sports_talk_shows_172 | chunk 7 | prompt_tokens=5173, candidates_tokens=215, total_tokens=5388
2025-11-20T18:44:00.564290 | sports_talk_shows_172 | chunk 8 | prompt_tokens=2343, candidates_tokens=204, total_tokens=2547
2025-11-20T18:44:12.095307 | sports_talk_shows_172 | chunk 9 | prompt_tokens=3941, candidates_tokens=204, total_tokens=4145
2025-11-20T18:44:29.534740 | sports_talk_shows_172 | chunk 10 | prompt_tokens=13588, candidates_tokens=321, total_tokens=13909
2025-11-20T18:44:39.446335 | sports_talk_shows_172 | chunk 11 | prompt_tokens=5997, candidates_tokens=213, total_tokens=6210
2025-11-20T18:44:49.051160 | sports_talk_shows_172 | chunk 12 | prompt_tokens=8236, candidates_tokens=213, total_tokens=8449
2025-11-20T18:45:08.456338 | sports_talk_shows_172 | chunk 13 | prompt_tokens=15927, candidates_tokens=351, total_tokens=16278
2025-11-20T18:45:21.358348 | sports_talk_shows_172 | chunk 14 | prompt_tokens=6538, candidates_tokens=219, total_tokens=6757
2025-11-20T18:45:35.513149 | sports_talk_shows_172 | chunk 15 | prompt_tokens=8802, candidates_tokens=219, total_tokens=9021
2025-11-20T18:45:45.668624 | sports_talk_shows_172 | chunk 16 | prompt_tokens=7412, candidates_tokens=568, total_tokens=7980
2025-11-20T18:45:52.561697 | sports_talk_shows_32 | chunk 0 | prompt_tokens=1419, candidates_tokens=119, total_tokens=1538
2025-11-20T18:46:04.933802 | sports_talk_shows_32 | chunk 1 | prompt_tokens=12556, candidates_tokens=222, total_tokens=12778
2025-11-20T18:46:12.075413 | sports_talk_shows_32 | chunk 2 | prompt_tokens=2859, candidates_tokens=180, total_tokens=3039
2025-11-20T18:46:19.383114 | sports_talk_shows_32 | chunk 3 | prompt_tokens=5481, candidates_tokens=154, total_tokens=5635
2025-11-20T18:46:31.334913 | sports_talk_shows_32 | chunk 4 | prompt_tokens=9676, candidates_tokens=213, total_tokens=9889
2025-11-20T18:46:39.533596 | sports_talk_shows_32 | chunk 5 | prompt_tokens=7412, candidates_tokens=190, total_tokens=7602
2025-11-20T18:46:46.890255 | sports_talk_shows_32 | chunk 6 | prompt_tokens=7154, candidates_tokens=196, total_tokens=7350
2025-11-20T18:46:55.327410 | sports_talk_shows_32 | chunk 7 | prompt_tokens=10267, candidates_tokens=191, total_tokens=10458
2025-11-20T18:47:05.229572 | sports_talk_shows_32 | chunk 8 | prompt_tokens=7720, candidates_tokens=170, total_tokens=7890
2025-11-20T18:47:16.600598 | sports_talk_shows_32 | chunk 9 | prompt_tokens=10858, candidates_tokens=177, total_tokens=11035
2025-11-20T18:47:26.669814 | sports_talk_shows_32 | chunk 10 | prompt_tokens=6513, candidates_tokens=236, total_tokens=6749
2025-11-20T18:47:39.901412 | sports_talk_shows_32 | chunk 11 | prompt_tokens=5381, candidates_tokens=167, total_tokens=5548
2025-11-20T18:47:48.970944 | sports_talk_shows_32 | chunk 12 | prompt_tokens=8261, candidates_tokens=214, total_tokens=8475
2025-11-20T18:48:01.372635 | sports_talk_shows_32 | chunk 13 | prompt_tokens=9110, candidates_tokens=211, total_tokens=9321
2025-11-20T18:48:07.706766 | sports_talk_shows_32 | chunk 14 | prompt_tokens=903, candidates_tokens=130, total_tokens=1033
2025-11-20T18:48:20.708418 | sports_talk_shows_32 | chunk 15 | prompt_tokens=16210, candidates_tokens=239, total_tokens=16449
2025-11-20T18:48:30.912026 | sports_talk_shows_32 | chunk 16 | prompt_tokens=6613, candidates_tokens=223, total_tokens=6836
2025-11-20T18:48:44.811515 | sports_talk_shows_32 | chunk 17 | prompt_tokens=7670, candidates_tokens=199, total_tokens=7869
2025-11-20T18:48:53.764148 | sports_talk_shows_32 | chunk 18 | prompt_tokens=7620, candidates_tokens=177, total_tokens=7797
2025-11-20T18:49:02.450779 | sports_talk_shows_32 | chunk 19 | prompt_tokens=9909, candidates_tokens=166, total_tokens=10075
2025-11-20T18:49:11.214863 | sports_talk_shows_32 | chunk 20 | prompt_tokens=7437, candidates_tokens=111, total_tokens=7548
2025-11-20T18:49:23.634714 | sports_talk_shows_32 | chunk 21 | prompt_tokens=10009, candidates_tokens=162, total_tokens=10171
2025-11-20T18:49:30.850841 | sports_talk_shows_7 | chunk 0 | prompt_tokens=4249, candidates_tokens=254, total_tokens=4503
2025-11-20T18:49:47.182498 | sports_talk_shows_7 | chunk 1 | prompt_tokens=12739, candidates_tokens=291, total_tokens=13030
2025-11-20T18:49:59.320220 | sports_talk_shows_7 | chunk 2 | prompt_tokens=12556, candidates_tokens=313, total_tokens=12869
2025-11-20T18:50:07.170190 | sports_talk_shows_7 | chunk 3 | prompt_tokens=5198, candidates_tokens=321, total_tokens=5519
2025-11-20T18:50:17.240371 | sports_talk_shows_7 | chunk 4 | prompt_tokens=5714, candidates_tokens=401, total_tokens=6115
2025-11-20T18:50:29.157299 | sports_talk_shows_7 | chunk 5 | prompt_tokens=6330, candidates_tokens=588, total_tokens=6918
2025-11-20T18:50:42.338214 | sports_talk_shows_7 | chunk 6 | prompt_tokens=10525, candidates_tokens=319, total_tokens=10844
2025-11-20T18:50:50.850622 | sports_talk_shows_7 | chunk 7 | prompt_tokens=1469, candidates_tokens=337, total_tokens=1806
2025-11-20T18:51:08.017814 | sports_talk_shows_7 | chunk 8 | prompt_tokens=18807, candidates_tokens=412, total_tokens=19219
2025-11-20T18:51:18.730019 | sports_talk_shows_7 | chunk 9 | prompt_tokens=4840, candidates_tokens=266, total_tokens=5106
2025-11-20T18:51:36.700456 | sports_talk_shows_7 | chunk 10 | prompt_tokens=20147, candidates_tokens=270, total_tokens=20417
2025-11-20T18:51:44.959113 | sports_talk_shows_7 | chunk 11 | prompt_tokens=4557, candidates_tokens=227, total_tokens=4784
2025-11-20T18:51:57.692887 | sports_talk_shows_7 | chunk 12 | prompt_tokens=10192, candidates_tokens=284, total_tokens=10476
2025-11-20T18:52:14.676594 | sports_talk_shows_7 | chunk 13 | prompt_tokens=12198, candidates_tokens=333, total_tokens=12531
2025-11-20T18:52:27.003053 | sports_talk_shows_7 | chunk 14 | prompt_tokens=14512, candidates_tokens=280, total_tokens=14792
2025-11-20T18:52:42.123938 | sports_talk_shows_7 | chunk 15 | prompt_tokens=14437, candidates_tokens=287, total_tokens=14724
2025-11-20T18:53:06.729666 | sports_talk_shows_297 | chunk 0 | prompt_tokens=22744, candidates_tokens=269, total_tokens=23013
2025-11-20T18:53:21.106621 | sports_talk_shows_297 | chunk 1 | prompt_tokens=7745, candidates_tokens=221, total_tokens=7966
2025-11-20T18:53:32.770291 | sports_talk_shows_297 | chunk 2 | prompt_tokens=7620, candidates_tokens=180, total_tokens=7800
2025-11-20T18:53:42.474899 | sports_talk_shows_297 | chunk 3 | prompt_tokens=4482, candidates_tokens=184, total_tokens=4666
2025-11-20T18:54:03.536634 | sports_talk_shows_297 | chunk 4 | prompt_tokens=13688, candidates_tokens=210, total_tokens=13898
2025-11-20T18:54:11.275710 | sports_talk_shows_297 | chunk 5 | prompt_tokens=1777, candidates_tokens=184, total_tokens=1961
2025-11-20T18:54:28.154984 | sports_talk_shows_297 | chunk 6 | prompt_tokens=9418, candidates_tokens=191, total_tokens=9609
2025-11-20T18:54:39.488296 | sports_talk_shows_297 | chunk 7 | prompt_tokens=4840, candidates_tokens=242, total_tokens=5082
2025-11-20T18:54:57.845895 | sports_talk_shows_297 | chunk 8 | prompt_tokens=10550, candidates_tokens=244, total_tokens=10794
2025-11-20T18:55:08.326064 | sports_talk_shows_297 | chunk 9 | prompt_tokens=3092, candidates_tokens=183, total_tokens=3275
2025-11-20T18:55:21.820290 | sports_talk_shows_297 | chunk 10 | prompt_tokens=6588, candidates_tokens=309, total_tokens=6897
2025-11-20T18:55:40.331707 | sports_talk_shows_297 | chunk 11 | prompt_tokens=10808, candidates_tokens=429, total_tokens=11237
2025-11-20T18:56:04.419992 | sports_talk_shows_297 | chunk 12 | prompt_tokens=16160, candidates_tokens=269, total_tokens=16429
2025-11-20T18:56:39.506906 | sports_talk_shows_297 | chunk 13 | prompt_tokens=25291, candidates_tokens=267, total_tokens=25558
2025-11-20T18:56:57.730708 | sports_talk_shows_55 | chunk 0 | prompt_tokens=18657, candidates_tokens=242, total_tokens=18899
2025-11-20T18:57:11.197229 | sports_talk_shows_55 | chunk 1 | prompt_tokens=17059, candidates_tokens=197, total_tokens=17256
2025-11-20T18:57:26.234137 | sports_talk_shows_55 | chunk 2 | prompt_tokens=11607, candidates_tokens=209, total_tokens=11816
2025-11-20T18:57:39.389044 | sports_talk_shows_55 | chunk 3 | prompt_tokens=12506, candidates_tokens=173, total_tokens=12679
2025-11-20T18:57:57.707713 | sports_talk_shows_55 | chunk 4 | prompt_tokens=20222, candidates_tokens=181, total_tokens=20403
2025-11-20T18:58:06.361478 | sports_talk_shows_55 | chunk 5 | prompt_tokens=2859, candidates_tokens=187, total_tokens=3046
2025-11-20T18:58:22.340330 | sports_talk_shows_55 | chunk 6 | prompt_tokens=10267, candidates_tokens=191, total_tokens=10458
2025-11-20T18:58:39.308901 | sports_talk_shows_55 | chunk 7 | prompt_tokens=11890, candidates_tokens=148, total_tokens=12038
2025-11-20T18:58:52.062967 | sports_talk_shows_55 | chunk 8 | prompt_tokens=14462, candidates_tokens=199, total_tokens=14661
2025-11-20T18:58:58.644632 | sports_talk_shows_55 | chunk 9 | prompt_tokens=5481, candidates_tokens=174, total_tokens=5655
2025-11-20T18:59:14.548043 | sports_talk_shows_231 | chunk 0 | prompt_tokens=22053, candidates_tokens=167, total_tokens=22220
2025-11-20T18:59:23.088866 | sports_talk_shows_231 | chunk 1 | prompt_tokens=4865, candidates_tokens=174, total_tokens=5039
2025-11-20T18:59:30.517909 | sports_talk_shows_231 | chunk 2 | prompt_tokens=7620, candidates_tokens=154, total_tokens=7774
2025-11-20T18:59:43.243781 | sports_talk_shows_231 | chunk 3 | prompt_tokens=12298, candidates_tokens=204, total_tokens=12502
2025-11-20T18:59:53.760719 | sports_talk_shows_231 | chunk 4 | prompt_tokens=16701, candidates_tokens=173, total_tokens=16874
2025-11-20T19:00:07.791104 | sports_talk_shows_231 | chunk 5 | prompt_tokens=18524, candidates_tokens=238, total_tokens=18762
2025-11-20T19:00:14.317760 | sports_talk_shows_231 | chunk 6 | prompt_tokens=4274, candidates_tokens=117, total_tokens=4391
2025-11-20T19:00:23.140793 | sports_talk_shows_231 | chunk 7 | prompt_tokens=5764, candidates_tokens=121, total_tokens=5885
2025-11-20T19:00:33.356020 | sports_talk_shows_231 | chunk 8 | prompt_tokens=11965, candidates_tokens=198, total_tokens=12163
2025-11-20T19:00:45.415793 | sports_talk_shows_231 | chunk 9 | prompt_tokens=11141, candidates_tokens=135, total_tokens=11276
2025-11-20T19:00:57.956262 | sports_talk_shows_231 | chunk 10 | prompt_tokens=10267, candidates_tokens=168, total_tokens=10435
2025-11-20T19:01:07.572254 | sports_talk_shows_231 | chunk 11 | prompt_tokens=13405, candidates_tokens=199, total_tokens=13604
2025-11-20T19:01:24.668297 | sports_talk_shows_231 | chunk 12 | prompt_tokens=24442, candidates_tokens=184, total_tokens=24626
2025-11-20T19:01:38.111507 | sports_talk_shows_231 | chunk 13 | prompt_tokens=14720, candidates_tokens=143, total_tokens=14863
2025-11-20T19:02:03.000800 | sports_talk_shows_288 | chunk 0 | prompt_tokens=22386, candidates_tokens=215, total_tokens=22601
2025-11-20T19:02:20.803200 | sports_talk_shows_288 | chunk 1 | prompt_tokens=14978, candidates_tokens=204, total_tokens=15182
2025-11-20T19:02:28.906542 | sports_talk_shows_288 | chunk 2 | prompt_tokens=5689, candidates_tokens=227, total_tokens=5916
2025-11-20T19:02:43.348060 | sports_talk_shows_288 | chunk 3 | prompt_tokens=9959, candidates_tokens=248, total_tokens=10207
2025-11-20T19:02:58.947391 | sports_talk_shows_288 | chunk 4 | prompt_tokens=9085, candidates_tokens=204, total_tokens=9289
2025-11-20T19:03:06.295516 | sports_talk_shows_288 | chunk 5 | prompt_tokens=5614, candidates_tokens=216, total_tokens=5830
2025-11-20T19:03:19.988877 | sports_talk_shows_288 | chunk 6 | prompt_tokens=7312, candidates_tokens=215, total_tokens=7527
2025-11-20T19:03:39.932055 | sports_talk_shows_288 | chunk 7 | prompt_tokens=15852, candidates_tokens=269, total_tokens=16121
2025-11-20T19:03:56.325560 | sports_talk_shows_288 | chunk 8 | prompt_tokens=12764, candidates_tokens=292, total_tokens=13056
2025-11-20T19:04:07.098694 | sports_talk_shows_288 | chunk 9 | prompt_tokens=10425, candidates_tokens=232, total_tokens=10657
2025-11-20T19:04:29.136312 | sports_talk_shows_371 | chunk 0 | prompt_tokens=16543, candidates_tokens=322, total_tokens=16865
2025-11-20T19:04:43.973958 | sports_talk_shows_371 | chunk 1 | prompt_tokens=8028, candidates_tokens=223, total_tokens=8251
2025-11-20T19:04:58.574961 | sports_talk_shows_371 | chunk 2 | prompt_tokens=9160, candidates_tokens=226, total_tokens=9386
2025-11-20T19:05:05.888047 | sports_talk_shows_371 | chunk 3 | prompt_tokens=3991, candidates_tokens=227, total_tokens=4218
2025-11-20T19:05:14.784256 | sports_talk_shows_371 | chunk 4 | prompt_tokens=5123, candidates_tokens=190, total_tokens=5313
2025-11-20T19:05:24.545048 | sports_talk_shows_371 | chunk 5 | prompt_tokens=3425, candidates_tokens=192, total_tokens=3617
2025-11-20T19:05:35.460374 | sports_talk_shows_371 | chunk 6 | prompt_tokens=7670, candidates_tokens=234, total_tokens=7904
2025-11-20T19:05:53.876775 | sports_talk_shows_371 | chunk 7 | prompt_tokens=11091, candidates_tokens=262, total_tokens=11353
2025-11-20T19:05:59.351594 | sports_talk_shows_371 | chunk 8 | prompt_tokens=1519, candidates_tokens=183, total_tokens=1702
2025-11-20T19:06:25.375070 | sports_talk_shows_371 | chunk 9 | prompt_tokens=17883, candidates_tokens=298, total_tokens=18181
2025-11-20T19:06:53.792508 | sports_talk_shows_371 | chunk 10 | prompt_tokens=24109, candidates_tokens=245, total_tokens=24354
2025-11-20T19:07:12.328919 | sports_talk_shows_371 | chunk 11 | prompt_tokens=13380, candidates_tokens=265, total_tokens=13645
2025-11-20T19:07:20.918095 | sports_talk_shows_371 | chunk 12 | prompt_tokens=5198, candidates_tokens=233, total_tokens=5431
2025-11-20T19:07:40.635583 | sports_talk_shows_371 | chunk 13 | prompt_tokens=19015, candidates_tokens=235, total_tokens=19250
2025-11-20T19:07:51.861699 | sports_talk_shows_371 | chunk 14 | prompt_tokens=7204, candidates_tokens=234, total_tokens=7438
2025-11-20T19:07:58.230185 | sports_talk_shows_371 | chunk 15 | prompt_tokens=7412, candidates_tokens=201, total_tokens=7613
2025-11-20T19:08:10.452244 | sports_talk_shows_88 | chunk 0 | prompt_tokens=11091, candidates_tokens=264, total_tokens=11355
2025-11-20T19:08:30.365596 | sports_talk_shows_88 | chunk 1 | prompt_tokens=23493, candidates_tokens=301, total_tokens=23794
2025-11-20T19:08:38.418722 | sports_talk_shows_88 | chunk 2 | prompt_tokens=4374, candidates_tokens=178, total_tokens=4552
2025-11-20T19:08:45.997747 | sports_talk_shows_88 | chunk 3 | prompt_tokens=3475, candidates_tokens=217, total_tokens=3692
2025-11-20T19:08:58.103367 | sports_talk_shows_88 | chunk 4 | prompt_tokens=15336, candidates_tokens=235, total_tokens=15571
2025-11-20T19:09:10.068670 | sports_talk_shows_88 | chunk 5 | prompt_tokens=6205, candidates_tokens=238, total_tokens=6443
2025-11-20T19:09:23.669495 | sports_talk_shows_88 | chunk 6 | prompt_tokens=19914, candidates_tokens=192, total_tokens=20106
2025-11-20T19:09:44.797352 | sports_talk_shows_88 | chunk 7 | prompt_tokens=25008, candidates_tokens=283, total_tokens=25291
2025-11-20T19:09:56.858012 | sports_talk_shows_88 | chunk 8 | prompt_tokens=7387, candidates_tokens=311, total_tokens=7698
2025-11-20T19:10:06.763959 | sports_talk_shows_88 | chunk 9 | prompt_tokens=8519, candidates_tokens=259, total_tokens=8778
2025-11-20T19:10:16.188257 | sports_talk_shows_88 | chunk 10 | prompt_tokens=3067, candidates_tokens=153, total_tokens=3220
2025-11-20T19:10:23.522811 | sports_talk_shows_88 | chunk 11 | prompt_tokens=2909, candidates_tokens=101, total_tokens=3010
2025-11-20T19:10:38.633016 | sports_talk_shows_88 | chunk 12 | prompt_tokens=19348, candidates_tokens=243, total_tokens=19591
2025-11-20T19:10:50.872076 | sports_talk_shows_228 | chunk 0 | prompt_tokens=9726, candidates_tokens=229, total_tokens=9955
2025-11-20T19:11:08.293185 | sports_talk_shows_228 | chunk 1 | prompt_tokens=9701, candidates_tokens=162, total_tokens=9863
2025-11-20T19:11:22.890267 | sports_talk_shows_228 | chunk 2 | prompt_tokens=7154, candidates_tokens=150, total_tokens=7304
2025-11-20T19:11:37.482896 | sports_talk_shows_228 | chunk 3 | prompt_tokens=8902, candidates_tokens=289, total_tokens=9191
2025-11-20T19:11:51.569592 | sports_talk_shows_228 | chunk 4 | prompt_tokens=14537, candidates_tokens=247, total_tokens=14784
2025-11-20T19:12:05.952970 | sports_talk_shows_228 | chunk 5 | prompt_tokens=15361, candidates_tokens=288, total_tokens=15649
2025-11-20T19:12:26.821245 | sports_talk_shows_228 | chunk 6 | prompt_tokens=13713, candidates_tokens=258, total_tokens=13971
2025-11-20T19:12:46.567449 | sports_talk_shows_228 | chunk 7 | prompt_tokens=21870, candidates_tokens=211, total_tokens=22081
2025-11-20T19:12:58.595774 | sports_talk_shows_228 | chunk 8 | prompt_tokens=9160, candidates_tokens=221, total_tokens=9381
2025-11-20T19:13:18.518325 | sports_talk_shows_228 | chunk 9 | prompt_tokens=13380, candidates_tokens=224, total_tokens=13604
2025-11-20T19:13:24.782828 | sports_talk_shows_132 | chunk 0 | prompt_tokens=3966, candidates_tokens=165, total_tokens=4131
2025-11-20T19:13:34.555152 | sports_talk_shows_132 | chunk 1 | prompt_tokens=7129, candidates_tokens=299, total_tokens=7428
2025-11-20T19:13:44.811979 | sports_talk_shows_132 | chunk 2 | prompt_tokens=10242, candidates_tokens=294, total_tokens=10536
2025-11-20T19:13:56.032522 | sports_talk_shows_132 | chunk 3 | prompt_tokens=14387, candidates_tokens=270, total_tokens=14657
2025-11-20T19:14:12.730417 | sports_talk_shows_132 | chunk 4 | prompt_tokens=22769, candidates_tokens=244, total_tokens=23013
2025-11-20T19:14:24.849604 | sports_talk_shows_132 | chunk 5 | prompt_tokens=11657, candidates_tokens=244, total_tokens=11901
2025-11-20T19:14:35.366696 | sports_talk_shows_132 | chunk 6 | prompt_tokens=15386, candidates_tokens=167, total_tokens=15553
2025-11-20T19:14:51.335541 | sports_talk_shows_132 | chunk 7 | prompt_tokens=20480, candidates_tokens=392, total_tokens=20872
2025-11-20T19:15:01.299892 | sports_talk_shows_132 | chunk 8 | prompt_tokens=7620, candidates_tokens=149, total_tokens=7769
2025-11-20T19:15:09.731352 | sports_talk_shows_132 | chunk 9 | prompt_tokens=5198, candidates_tokens=258, total_tokens=5456
2025-11-20T19:15:24.353852 | sports_talk_shows_132 | chunk 10 | prompt_tokens=17908, candidates_tokens=203, total_tokens=18111
2025-11-20T19:15:39.886779 | sports_talk_shows_132 | chunk 11 | prompt_tokens=19015, candidates_tokens=407, total_tokens=19422
2025-11-20T19:15:53.701660 | sports_talk_shows_132 | chunk 12 | prompt_tokens=16185, candidates_tokens=284, total_tokens=16469
2025-11-20T19:16:17.604689 | sports_talk_shows_37 | chunk 0 | prompt_tokens=16701, candidates_tokens=326, total_tokens=17027
2025-11-20T19:16:41.403480 | sports_talk_shows_37 | chunk 1 | prompt_tokens=14204, candidates_tokens=253, total_tokens=14457
2025-11-20T19:16:58.596831 | sports_talk_shows_37 | chunk 2 | prompt_tokens=14254, candidates_tokens=226, total_tokens=14480
2025-11-20T19:17:26.007015 | sports_talk_shows_37 | chunk 3 | prompt_tokens=15411, candidates_tokens=247, total_tokens=15658
2025-11-20T19:17:51.975850 | sports_talk_shows_37 | chunk 4 | prompt_tokens=17550, candidates_tokens=253, total_tokens=17803
2025-11-20T19:18:10.650887 | sports_talk_shows_37 | chunk 5 | prompt_tokens=17650, candidates_tokens=272, total_tokens=17922
2025-11-20T19:18:30.732353 | sports_talk_shows_37 | chunk 6 | prompt_tokens=10450, candidates_tokens=207, total_tokens=10657
2025-11-20T19:18:47.699746 | sports_talk_shows_37 | chunk 7 | prompt_tokens=8877, candidates_tokens=181, total_tokens=9058
2025-11-20T19:18:58.405000 | sports_talk_shows_37 | chunk 8 | prompt_tokens=6846, candidates_tokens=229, total_tokens=7075
