2025-11-21T18:39:26.515483 | sports_talk_shows_371 | chunk 0 | prompt_tokens=16543, candidates_tokens=384, total_tokens=18602
2025-11-21T18:49:14.641965 | sports_talk_shows_365 | chunk 5 | prompt_tokens=2085, candidates_tokens=196, total_tokens=2674
2025-11-21T18:50:02.623789 | sports_talk_shows_365 | chunk 6 | prompt_tokens=17575, candidates_tokens=392, total_tokens=19468
2025-11-21T18:50:19.879036 | sports_talk_shows_365 | chunk 7 | prompt_tokens=2859, candidates_tokens=234, total_tokens=3712
2025-11-21T18:51:34.582805 | sports_talk_shows_365 | chunk 8 | prompt_tokens=4915, candidates_tokens=333, total_tokens=5995
2025-11-21T18:51:57.803212 | sports_talk_shows_365 | chunk 9 | prompt_tokens=5431, candidates_tokens=279, total_tokens=6740
2025-11-21T18:53:06.957919 | sports_talk_shows_365 | chunk 10 | prompt_tokens=24392, candidates_tokens=329, total_tokens=26981
2025-11-21T18:53:49.424318 | sports_talk_shows_365 | chunk 11 | prompt_tokens=17908, candidates_tokens=360, total_tokens=19511
2025-11-21T18:54:28.523763 | sports_talk_shows_365 | chunk 12 | prompt_tokens=18166, candidates_tokens=116, total_tokens=18498
2025-11-21T18:54:59.367889 | sports_talk_shows_365 | chunk 13 | prompt_tokens=6616, candidates_tokens=205, total_tokens=7393
2025-11-21T18:55:26.076904 | sports_talk_shows_365 | chunk 14 | prompt_tokens=6588, candidates_tokens=422, total_tokens=7672
2025-11-21T18:56:33.488754 | sports_talk_shows_365 | chunk 15 | prompt_tokens=22461, candidates_tokens=327, total_tokens=24342
2025-11-21T18:56:54.658432 | sports_talk_shows_290 | chunk 0 | prompt_tokens=8494, candidates_tokens=186, total_tokens=9022
2025-11-21T18:57:09.331367 | sports_talk_shows_290 | chunk 1 | prompt_tokens=4607, candidates_tokens=210, total_tokens=5333
2025-11-21T18:57:29.506888 | sports_talk_shows_290 | chunk 2 | prompt_tokens=3658, candidates_tokens=266, total_tokens=5699
2025-11-21T18:57:52.507089 | sports_talk_shows_290 | chunk 3 | prompt_tokens=9368, candidates_tokens=273, total_tokens=10134
2025-11-21T18:58:14.409498 | sports_talk_shows_290 | chunk 4 | prompt_tokens=8494, candidates_tokens=176, total_tokens=9038
2025-11-21T18:58:29.334999 | sports_talk_shows_290 | chunk 5 | prompt_tokens=4041, candidates_tokens=233, total_tokens=4694
2025-11-21T18:58:59.631256 | sports_talk_shows_290 | chunk 6 | prompt_tokens=20190, candidates_tokens=235, total_tokens=20864
2025-11-21T18:59:34.781708 | sports_talk_shows_290 | chunk 7 | prompt_tokens=15028, candidates_tokens=304, total_tokens=15878
2025-11-21T18:59:52.644639 | sports_talk_shows_290 | chunk 8 | prompt_tokens=6613, candidates_tokens=294, total_tokens=7449
2025-11-21T19:00:29.369323 | sports_talk_shows_290 | chunk 9 | prompt_tokens=14437, candidates_tokens=308, total_tokens=15870
2025-11-21T19:01:01.310561 | sports_talk_shows_290 | chunk 10 | prompt_tokens=14770, candidates_tokens=182, total_tokens=15290
2025-11-21T19:01:27.437269 | sports_talk_shows_290 | chunk 11 | prompt_tokens=9418, candidates_tokens=291, total_tokens=10702
2025-11-21T19:01:49.638065 | sports_talk_shows_290 | chunk 12 | prompt_tokens=11041, candidates_tokens=150, total_tokens=11465
2025-11-21T19:02:05.589425 | sports_talk_shows_290 | chunk 13 | prompt_tokens=2859, candidates_tokens=180, total_tokens=3395
2025-11-21T19:02:28.117623 | sports_talk_shows_290 | chunk 14 | prompt_tokens=10833, candidates_tokens=344, total_tokens=11785
2025-11-21T19:02:40.418694 | sports_talk_shows_290 | chunk 15 | prompt_tokens=1419, candidates_tokens=207, total_tokens=2080
2025-11-21T19:03:20.065528 | sports_talk_shows_290 | chunk 16 | prompt_tokens=17511, candidates_tokens=860, total_tokens=19371
2025-11-21T19:03:54.292040 | sports_talk_shows_288 | chunk 0 | prompt_tokens=22386, candidates_tokens=109, total_tokens=22726
2025-11-21T19:04:23.006756 | sports_talk_shows_288 | chunk 1 | prompt_tokens=14978, candidates_tokens=156, total_tokens=15306
2025-11-21T19:04:36.137109 | sports_talk_shows_288 | chunk 2 | prompt_tokens=5689, candidates_tokens=152, total_tokens=6238
2025-11-21T19:05:09.779608 | sports_talk_shows_288 | chunk 3 | prompt_tokens=9959, candidates_tokens=278, total_tokens=10677
2025-11-21T19:05:33.939055 | sports_talk_shows_288 | chunk 4 | prompt_tokens=9085, candidates_tokens=234, total_tokens=9956
2025-11-21T19:05:54.005943 | sports_talk_shows_288 | chunk 5 | prompt_tokens=5614, candidates_tokens=193, total_tokens=6590
2025-11-21T19:06:12.321163 | sports_talk_shows_288 | chunk 6 | prompt_tokens=7312, candidates_tokens=182, total_tokens=7860
2025-11-21T19:06:47.626409 | sports_talk_shows_288 | chunk 7 | prompt_tokens=15852, candidates_tokens=235, total_tokens=17114
2025-11-21T19:07:16.573254 | sports_talk_shows_288 | chunk 8 | prompt_tokens=12764, candidates_tokens=271, total_tokens=13617
2025-11-21T19:07:41.600740 | sports_talk_shows_288 | chunk 9 | prompt_tokens=10425, candidates_tokens=362, total_tokens=11228
2025-11-21T19:08:11.583979 | sports_talk_shows_228 | chunk 0 | prompt_tokens=9726, candidates_tokens=304, total_tokens=10604
2025-11-21T19:08:49.464491 | sports_talk_shows_228 | chunk 1 | prompt_tokens=10748, candidates_tokens=229, total_tokens=12599
2025-11-21T19:09:20.735661 | sports_talk_shows_228 | chunk 2 | prompt_tokens=8087, candidates_tokens=271, total_tokens=8981
2025-11-21T19:10:02.277792 | sports_talk_shows_228 | chunk 3 | prompt_tokens=8902, candidates_tokens=300, total_tokens=10479
2025-11-21T19:10:51.889004 | sports_talk_shows_228 | chunk 4 | prompt_tokens=14537, candidates_tokens=319, total_tokens=15639
2025-11-21T19:11:38.371886 | sports_talk_shows_228 | chunk 5 | prompt_tokens=15361, candidates_tokens=350, total_tokens=16413
2025-11-21T19:12:37.434755 | sports_talk_shows_228 | chunk 6 | prompt_tokens=13713, candidates_tokens=452, total_tokens=15799
2025-11-21T19:13:56.595771 | sports_talk_shows_228 | chunk 7 | prompt_tokens=21870, candidates_tokens=517, total_tokens=23105
2025-11-21T19:14:32.059106 | sports_talk_shows_228 | chunk 8 | prompt_tokens=9160, candidates_tokens=250, total_tokens=10938
2025-11-21T19:15:18.273730 | sports_talk_shows_228 | chunk 9 | prompt_tokens=13380, candidates_tokens=175, total_tokens=14158
2025-11-21T19:15:26.839007 | sports_talk_shows_32 | chunk 0 | prompt_tokens=1419, candidates_tokens=179, total_tokens=1833
2025-11-21T19:15:52.681842 | sports_talk_shows_32 | chunk 1 | prompt_tokens=12556, candidates_tokens=165, total_tokens=12957
2025-11-21T19:16:03.091246 | sports_talk_shows_32 | chunk 2 | prompt_tokens=2859, candidates_tokens=127, total_tokens=3244
2025-11-21T19:16:20.441316 | sports_talk_shows_32 | chunk 3 | prompt_tokens=5481, candidates_tokens=185, total_tokens=6157
2025-11-21T19:16:49.302186 | sports_talk_shows_32 | chunk 4 | prompt_tokens=10748, candidates_tokens=315, total_tokens=11555
2025-11-21T19:17:07.727736 | sports_talk_shows_32 | chunk 5 | prompt_tokens=7412, candidates_tokens=229, total_tokens=8540
2025-11-21T19:17:25.440918 | sports_talk_shows_32 | chunk 6 | prompt_tokens=7154, candidates_tokens=249, total_tokens=7960
2025-11-21T19:17:48.621010 | sports_talk_shows_32 | chunk 7 | prompt_tokens=10267, candidates_tokens=227, total_tokens=10913
2025-11-21T19:18:10.365336 | sports_talk_shows_32 | chunk 8 | prompt_tokens=8378, candidates_tokens=241, total_tokens=9615
2025-11-21T19:18:38.800124 | sports_talk_shows_32 | chunk 9 | prompt_tokens=10858, candidates_tokens=280, total_tokens=12484
2025-11-21T19:18:59.856712 | sports_talk_shows_32 | chunk 10 | prompt_tokens=6513, candidates_tokens=257, total_tokens=7341
2025-11-21T19:19:23.317991 | sports_talk_shows_32 | chunk 11 | prompt_tokens=6903, candidates_tokens=247, total_tokens=7546
2025-11-21T19:19:46.566588 | sports_talk_shows_32 | chunk 12 | prompt_tokens=8261, candidates_tokens=207, total_tokens=9226
2025-11-21T19:20:15.659023 | sports_talk_shows_32 | chunk 13 | prompt_tokens=9110, candidates_tokens=207, total_tokens=9909
2025-11-21T19:20:23.942680 | sports_talk_shows_32 | chunk 14 | prompt_tokens=903, candidates_tokens=140, total_tokens=1271
2025-11-21T19:21:01.714318 | sports_talk_shows_32 | chunk 15 | prompt_tokens=16210, candidates_tokens=183, total_tokens=16820
2025-11-21T19:21:20.458935 | sports_talk_shows_32 | chunk 16 | prompt_tokens=6613, candidates_tokens=211, total_tokens=7451
2025-11-21T19:21:43.519969 | sports_talk_shows_32 | chunk 17 | prompt_tokens=7670, candidates_tokens=173, total_tokens=8343
2025-11-21T19:22:03.438890 | sports_talk_shows_32 | chunk 18 | prompt_tokens=7620, candidates_tokens=198, total_tokens=8323
2025-11-21T19:22:24.269594 | sports_talk_shows_32 | chunk 19 | prompt_tokens=9909, candidates_tokens=137, total_tokens=10380
2025-11-21T19:22:43.751813 | sports_talk_shows_32 | chunk 20 | prompt_tokens=7437, candidates_tokens=221, total_tokens=7891
2025-11-21T19:23:08.470719 | sports_talk_shows_32 | chunk 21 | prompt_tokens=10723, candidates_tokens=265, total_tokens=11655
2025-11-21T19:24:03.493120 | sports_talk_shows_37 | chunk 0 | prompt_tokens=16701, candidates_tokens=350, total_tokens=19420
2025-11-21T19:24:55.053813 | sports_talk_shows_37 | chunk 1 | prompt_tokens=14204, candidates_tokens=463, total_tokens=16359
2025-11-21T19:25:38.845299 | sports_talk_shows_37 | chunk 2 | prompt_tokens=14254, candidates_tokens=266, total_tokens=16329
2025-11-21T19:26:32.664492 | sports_talk_shows_37 | chunk 3 | prompt_tokens=15411, candidates_tokens=314, total_tokens=17127
2025-11-21T19:27:16.436991 | sports_talk_shows_37 | chunk 4 | prompt_tokens=17550, candidates_tokens=167, total_tokens=17952
2025-11-21T19:28:12.901383 | sports_talk_shows_37 | chunk 5 | prompt_tokens=17650, candidates_tokens=362, total_tokens=19560
2025-11-21T19:28:58.889048 | sports_talk_shows_37 | chunk 6 | prompt_tokens=10450, candidates_tokens=178, total_tokens=11644
2025-11-21T19:29:36.334047 | sports_talk_shows_37 | chunk 7 | prompt_tokens=8877, candidates_tokens=215, total_tokens=9844
2025-11-21T19:30:00.748515 | sports_talk_shows_37 | chunk 8 | prompt_tokens=8086, candidates_tokens=236, total_tokens=8934
2025-11-21T19:30:55.422055 | sports_talk_shows_37 | chunk 9 | prompt_tokens=16518, candidates_tokens=201, total_tokens=17786
2025-11-21T19:31:17.154537 | sports_talk_shows_37 | chunk 10 | prompt_tokens=10600, candidates_tokens=266, total_tokens=11517
2025-11-21T19:32:05.940633 | sports_talk_shows_294 | chunk 0 | prompt_tokens=12273, candidates_tokens=298, total_tokens=13684
2025-11-21T19:32:35.894321 | sports_talk_shows_294 | chunk 1 | prompt_tokens=5739, candidates_tokens=396, total_tokens=7190
2025-11-21T19:33:18.975150 | sports_talk_shows_294 | chunk 2 | prompt_tokens=5431, candidates_tokens=486, total_tokens=7119
2025-11-21T19:34:08.766523 | sports_talk_shows_294 | chunk 3 | prompt_tokens=9726, candidates_tokens=445, total_tokens=11349
2025-11-21T19:34:56.754274 | sports_talk_shows_294 | chunk 4 | prompt_tokens=10783, candidates_tokens=227, total_tokens=11706
2025-11-21T19:35:26.050820 | sports_talk_shows_294 | chunk 5 | prompt_tokens=5972, candidates_tokens=296, total_tokens=7103
2025-11-21T19:36:17.810735 | sports_talk_shows_294 | chunk 6 | prompt_tokens=9443, candidates_tokens=432, total_tokens=10936
2025-11-21T19:36:55.950111 | sports_talk_shows_294 | chunk 7 | prompt_tokens=7720, candidates_tokens=329, total_tokens=8956
2025-11-21T19:37:38.073043 | sports_talk_shows_294 | chunk 8 | prompt_tokens=7745, candidates_tokens=423, total_tokens=9018
2025-11-21T19:38:22.168954 | sports_talk_shows_294 | chunk 9 | prompt_tokens=7437, candidates_tokens=374, total_tokens=8890
2025-11-21T19:38:57.284410 | sports_talk_shows_294 | chunk 10 | prompt_tokens=8091, candidates_tokens=161, total_tokens=9227
2025-11-21T19:39:33.851926 | sports_talk_shows_294 | chunk 11 | prompt_tokens=7645, candidates_tokens=192, total_tokens=8135
2025-11-21T19:39:51.959200 | sports_talk_shows_294 | chunk 12 | prompt_tokens=1419, candidates_tokens=250, total_tokens=1919
2025-11-21T19:40:54.881811 | sports_talk_shows_294 | chunk 13 | prompt_tokens=11940, candidates_tokens=402, total_tokens=13406
2025-11-21T19:41:59.721939 | sports_talk_shows_294 | chunk 14 | prompt_tokens=15802, candidates_tokens=134, total_tokens=16492
2025-11-21T19:42:47.922942 | sports_talk_shows_133 | chunk 0 | prompt_tokens=10833, candidates_tokens=287, total_tokens=12113
2025-11-21T19:43:11.458394 | sports_talk_shows_133 | chunk 1 | prompt_tokens=4841, candidates_tokens=291, total_tokens=6153
2025-11-21T19:43:37.637659 | sports_talk_shows_133 | chunk 2 | prompt_tokens=9271, candidates_tokens=428, total_tokens=10809
2025-11-21T19:44:12.905704 | sports_talk_shows_133 | chunk 3 | prompt_tokens=9571, candidates_tokens=292, total_tokens=10486
2025-11-21T19:44:46.460973 | sports_talk_shows_133 | chunk 4 | prompt_tokens=6563, candidates_tokens=229, total_tokens=7055
2025-11-21T19:45:28.109926 | sports_talk_shows_133 | chunk 5 | prompt_tokens=9835, candidates_tokens=372, total_tokens=10969
2025-11-21T19:46:01.148905 | sports_talk_shows_133 | chunk 6 | prompt_tokens=7412, candidates_tokens=343, total_tokens=8483
2025-11-21T19:46:50.462366 | sports_talk_shows_133 | chunk 7 | prompt_tokens=13971, candidates_tokens=461, total_tokens=15332
2025-11-21T19:47:59.456186 | sports_talk_shows_133 | chunk 8 | prompt_tokens=21021, candidates_tokens=273, total_tokens=22232
2025-11-21T19:48:38.751874 | sports_talk_shows_133 | chunk 9 | prompt_tokens=7181, candidates_tokens=307, total_tokens=7943
2025-11-21T19:49:10.379803 | sports_talk_shows_133 | chunk 10 | prompt_tokens=4554, candidates_tokens=282, total_tokens=5751
2025-11-21T19:49:49.187592 | sports_talk_shows_133 | chunk 11 | prompt_tokens=5381, candidates_tokens=415, total_tokens=6633
2025-11-21T19:50:28.768937 | sports_talk_shows_133 | chunk 12 | prompt_tokens=8003, candidates_tokens=363, total_tokens=9095
2025-11-21T19:51:55.984152 | sports_talk_shows_133 | chunk 13 | prompt_tokens=21612, candidates_tokens=303, total_tokens=23628
2025-11-21T19:52:23.314971 | sports_talk_shows_172 | chunk 0 | prompt_tokens=4815, candidates_tokens=323, total_tokens=5645
2025-11-21T19:52:51.270030 | sports_talk_shows_172 | chunk 1 | prompt_tokens=5972, candidates_tokens=313, total_tokens=6781
2025-11-21T19:53:31.092765 | sports_talk_shows_172 | chunk 2 | prompt_tokens=13375, candidates_tokens=367, total_tokens=14630
2025-11-21T19:53:50.899525 | sports_talk_shows_172 | chunk 3 | prompt_tokens=4274, candidates_tokens=305, total_tokens=5106
2025-11-21T19:54:20.121465 | sports_talk_shows_172 | chunk 4 | prompt_tokens=5431, candidates_tokens=368, total_tokens=6688
2025-11-21T19:55:02.317136 | sports_talk_shows_172 | chunk 5 | prompt_tokens=7903, candidates_tokens=247, total_tokens=8975
2025-11-21T19:55:45.943493 | sports_talk_shows_172 | chunk 6 | prompt_tokens=9726, candidates_tokens=301, total_tokens=11107
2025-11-21T19:56:20.851344 | sports_talk_shows_172 | chunk 7 | prompt_tokens=5173, candidates_tokens=356, total_tokens=7225
2025-11-21T19:56:41.677998 | sports_talk_shows_172 | chunk 8 | prompt_tokens=2343, candidates_tokens=278, total_tokens=3341
2025-11-21T19:57:03.055327 | sports_talk_shows_172 | chunk 9 | prompt_tokens=3941, candidates_tokens=282, total_tokens=4717
2025-11-21T19:58:03.941593 | sports_talk_shows_172 | chunk 10 | prompt_tokens=13588, candidates_tokens=335, total_tokens=14586
2025-11-21T19:58:27.766550 | sports_talk_shows_172 | chunk 11 | prompt_tokens=5997, candidates_tokens=203, total_tokens=6606
2025-11-21T19:59:12.495366 | sports_talk_shows_172 | chunk 12 | prompt_tokens=9556, candidates_tokens=243, total_tokens=10808
2025-11-21T20:00:26.931665 | sports_talk_shows_172 | chunk 13 | prompt_tokens=15927, candidates_tokens=269, total_tokens=17144
2025-11-21T20:01:07.383971 | sports_talk_shows_172 | chunk 14 | prompt_tokens=6538, candidates_tokens=233, total_tokens=7741
2025-11-21T20:01:44.608605 | sports_talk_shows_172 | chunk 15 | prompt_tokens=8802, candidates_tokens=218, total_tokens=9541
2025-11-21T20:02:14.950720 | sports_talk_shows_172 | chunk 16 | prompt_tokens=7412, candidates_tokens=245, total_tokens=8437
2025-11-21T20:02:31.033332 | sports_talk_shows_132 | chunk 0 | prompt_tokens=3966, candidates_tokens=229, total_tokens=4983
2025-11-21T20:02:48.334561 | sports_talk_shows_132 | chunk 1 | prompt_tokens=7129, candidates_tokens=299, total_tokens=7619
2025-11-21T20:03:12.984669 | sports_talk_shows_132 | chunk 2 | prompt_tokens=10242, candidates_tokens=322, total_tokens=11111
2025-11-21T20:03:43.675291 | sports_talk_shows_132 | chunk 3 | prompt_tokens=14387, candidates_tokens=258, total_tokens=15078
2025-11-21T20:04:27.941589 | sports_talk_shows_132 | chunk 4 | prompt_tokens=22769, candidates_tokens=351, total_tokens=23255
2025-11-21T20:04:53.803196 | sports_talk_shows_132 | chunk 5 | prompt_tokens=11657, candidates_tokens=207, total_tokens=12349
2025-11-21T20:05:28.018359 | sports_talk_shows_132 | chunk 6 | prompt_tokens=15386, candidates_tokens=191, total_tokens=16025
2025-11-21T20:06:10.281482 | sports_talk_shows_132 | chunk 7 | prompt_tokens=20480, candidates_tokens=238, total_tokens=21151
2025-11-21T20:06:30.971033 | sports_talk_shows_132 | chunk 8 | prompt_tokens=7620, candidates_tokens=108, total_tokens=8196
2025-11-21T20:06:47.876987 | sports_talk_shows_132 | chunk 9 | prompt_tokens=5198, candidates_tokens=239, total_tokens=6101
2025-11-21T20:07:23.332051 | sports_talk_shows_132 | chunk 10 | prompt_tokens=17908, candidates_tokens=294, total_tokens=18764
2025-11-21T20:08:02.927449 | sports_talk_shows_132 | chunk 11 | prompt_tokens=20762, candidates_tokens=532, total_tokens=22417
2025-11-21T20:08:36.592663 | sports_talk_shows_132 | chunk 12 | prompt_tokens=16185, candidates_tokens=278, total_tokens=16916
2025-11-21T20:10:40.294060 | sports_talk_shows_297 | chunk 0 | prompt_tokens=22744, candidates_tokens=450, total_tokens=24561
2025-11-21T20:11:27.125702 | sports_talk_shows_297 | chunk 1 | prompt_tokens=7745, candidates_tokens=340, total_tokens=9148
2025-11-21T20:12:18.950737 | sports_talk_shows_297 | chunk 2 | prompt_tokens=7620, candidates_tokens=404, total_tokens=8924
2025-11-21T20:13:00.821956 | sports_talk_shows_297 | chunk 3 | prompt_tokens=4482, candidates_tokens=200, total_tokens=5494
2025-11-21T20:14:17.220010 | sports_talk_shows_297 | chunk 4 | prompt_tokens=13688, candidates_tokens=200, total_tokens=14206
2025-11-21T20:14:34.130720 | sports_talk_shows_297 | chunk 5 | prompt_tokens=1777, candidates_tokens=291, total_tokens=3066
2025-11-21T20:15:22.088960 | sports_talk_shows_297 | chunk 6 | prompt_tokens=9418, candidates_tokens=305, total_tokens=10679
2025-11-21T20:15:52.339796 | sports_talk_shows_297 | chunk 7 | prompt_tokens=6600, candidates_tokens=233, total_tokens=7804
2025-11-21T20:16:52.872439 | sports_talk_shows_297 | chunk 8 | prompt_tokens=10550, candidates_tokens=247, total_tokens=11571
2025-11-21T20:17:17.341172 | sports_talk_shows_297 | chunk 9 | prompt_tokens=3092, candidates_tokens=275, total_tokens=3839
2025-11-21T20:17:55.188964 | sports_talk_shows_297 | chunk 10 | prompt_tokens=6588, candidates_tokens=421, total_tokens=8055
2025-11-21T20:18:52.358565 | sports_talk_shows_297 | chunk 11 | prompt_tokens=12215, candidates_tokens=223, total_tokens=12893
2025-11-21T20:20:17.775157 | sports_talk_shows_297 | chunk 12 | prompt_tokens=16160, candidates_tokens=408, total_tokens=17605
2025-11-21T20:22:06.332817 | sports_talk_shows_297 | chunk 13 | prompt_tokens=26650, candidates_tokens=338, total_tokens=28507
2025-11-21T20:22:36.323592 | sports_talk_shows_270 | chunk 0 | prompt_tokens=5947, candidates_tokens=286, total_tokens=7247
2025-11-21T20:22:54.656977 | sports_talk_shows_270 | chunk 1 | prompt_tokens=4255, candidates_tokens=286, total_tokens=5285
2025-11-21T20:23:17.772827 | sports_talk_shows_270 | chunk 2 | prompt_tokens=3966, candidates_tokens=281, total_tokens=5083
2025-11-21T20:24:08.532318 | sports_talk_shows_270 | chunk 3 | prompt_tokens=11424, candidates_tokens=260, total_tokens=13218
2025-11-21T20:24:43.765490 | sports_talk_shows_270 | chunk 4 | prompt_tokens=5481, candidates_tokens=407, total_tokens=7601
2025-11-21T20:25:25.515947 | sports_talk_shows_270 | chunk 5 | prompt_tokens=11325, candidates_tokens=561, total_tokens=12656
2025-11-21T20:26:12.117806 | sports_talk_shows_270 | chunk 6 | prompt_tokens=11066, candidates_tokens=291, total_tokens=12349
2025-11-21T20:26:38.356910 | sports_talk_shows_270 | chunk 7 | prompt_tokens=4324, candidates_tokens=395, total_tokens=5411
2025-11-21T20:27:19.288624 | sports_talk_shows_270 | chunk 8 | prompt_tokens=10267, candidates_tokens=392, total_tokens=12687
2025-11-21T20:28:09.712042 | sports_talk_shows_270 | chunk 9 | prompt_tokens=9934, candidates_tokens=449, total_tokens=12169
2025-11-21T20:28:56.724471 | sports_talk_shows_270 | chunk 10 | prompt_tokens=12531, candidates_tokens=286, total_tokens=13602
2025-11-21T20:29:25.404836 | sports_talk_shows_270 | chunk 11 | prompt_tokens=5664, candidates_tokens=322, total_tokens=6514
2025-11-21T20:29:42.003939 | sports_talk_shows_270 | chunk 12 | prompt_tokens=6015, candidates_tokens=329, total_tokens=7078
2025-11-21T20:30:35.974701 | sports_talk_shows_270 | chunk 13 | prompt_tokens=11141, candidates_tokens=801, total_tokens=13711
2025-11-21T20:31:26.955480 | sports_talk_shows_270 | chunk 14 | prompt_tokens=12531, candidates_tokens=605, total_tokens=14410
2025-11-21T20:32:10.332325 | sports_talk_shows_270 | chunk 15 | prompt_tokens=10500, candidates_tokens=307, total_tokens=11707
2025-11-21T20:33:14.451279 | sports_talk_shows_270 | chunk 16 | prompt_tokens=16468, candidates_tokens=352, total_tokens=18017
2025-11-21T20:33:43.300928 | sports_talk_shows_207 | chunk 0 | prompt_tokens=13330, candidates_tokens=167, total_tokens=14031
2025-11-21T20:34:03.182781 | sports_talk_shows_207 | chunk 1 | prompt_tokens=11940, candidates_tokens=278, total_tokens=13012
2025-11-21T20:34:38.361898 | sports_talk_shows_207 | chunk 2 | prompt_tokens=16350, candidates_tokens=192, total_tokens=16900
2025-11-21T20:35:15.750395 | sports_talk_shows_207 | chunk 4 | prompt_tokens=22246, candidates_tokens=312, total_tokens=23438
2025-11-21T20:35:45.652273 | sports_talk_shows_207 | chunk 5 | prompt_tokens=17525, candidates_tokens=187, total_tokens=18418
2025-11-21T20:36:21.899482 | sports_talk_shows_207 | chunk 6 | prompt_tokens=21329, candidates_tokens=226, total_tokens=22141
2025-11-21T20:37:02.135576 | sports_talk_shows_207 | chunk 7 | prompt_tokens=16443, candidates_tokens=364, total_tokens=17712
2025-11-21T20:37:22.700957 | sports_talk_shows_207 | chunk 8 | prompt_tokens=5947, candidates_tokens=395, total_tokens=7150
2025-11-21T20:38:08.526284 | sports_talk_shows_207 | chunk 10 | prompt_tokens=11965, candidates_tokens=278, total_tokens=13240
2025-11-21T20:38:25.091361 | sports_talk_shows_207 | chunk 11 | prompt_tokens=4249, candidates_tokens=195, total_tokens=4876
2025-11-21T20:39:24.937116 | sports_talk_shows_77 | chunk 0 | prompt_tokens=24594, candidates_tokens=375, total_tokens=25958
2025-11-21T20:40:06.044201 | sports_talk_shows_77 | chunk 1 | prompt_tokens=13921, candidates_tokens=176, total_tokens=14464
2025-11-21T20:40:39.355946 | sports_talk_shows_77 | chunk 2 | prompt_tokens=13022, candidates_tokens=152, total_tokens=13582
2025-11-21T20:41:01.480126 | sports_talk_shows_77 | chunk 3 | prompt_tokens=6280, candidates_tokens=188, total_tokens=7005
2025-11-21T20:41:32.778918 | sports_talk_shows_77 | chunk 4 | prompt_tokens=11324, candidates_tokens=197, total_tokens=12006
2025-11-21T20:41:53.843602 | sports_talk_shows_77 | chunk 5 | prompt_tokens=5664, candidates_tokens=157, total_tokens=6017
2025-11-21T20:42:21.062071 | sports_talk_shows_77 | chunk 6 | prompt_tokens=9443, candidates_tokens=185, total_tokens=9863
2025-11-21T20:43:05.089015 | sports_talk_shows_77 | chunk 7 | prompt_tokens=17009, candidates_tokens=134, total_tokens=17557
2025-11-21T20:43:15.930298 | sports_talk_shows_77 | chunk 8 | prompt_tokens=645, candidates_tokens=197, total_tokens=1180
