2025-11-21T00:22:40.612593 | science_explainers_127 | chunk 0 | prompt_tokens=13688, candidates_tokens=251, total_tokens=13939
2025-11-21T00:27:26.340695 | science_explainers_192 | chunk 0 | prompt_tokens=8594, candidates_tokens=164, total_tokens=8758
2025-11-21T00:27:37.012815 | science_explainers_192 | chunk 1 | prompt_tokens=10833, candidates_tokens=327, total_tokens=11160
2025-11-21T00:27:48.933027 | science_explainers_192 | chunk 2 | prompt_tokens=6821, candidates_tokens=251, total_tokens=7072
2025-11-21T00:27:59.041886 | science_explainers_192 | chunk 3 | prompt_tokens=11374, candidates_tokens=314, total_tokens=11688
2025-11-21T00:28:06.965307 | science_explainers_192 | chunk 4 | prompt_tokens=2576, candidates_tokens=194, total_tokens=2770
2025-11-21T00:28:26.327148 | science_explainers_192 | chunk 5 | prompt_tokens=7978, candidates_tokens=199, total_tokens=8177
2025-11-21T00:28:39.759695 | science_explainers_192 | chunk 6 | prompt_tokens=16135, candidates_tokens=275, total_tokens=16410
2025-11-21T00:28:48.156501 | science_explainers_192 | chunk 7 | prompt_tokens=4324, candidates_tokens=155, total_tokens=4479
2025-11-21T00:28:55.662354 | science_explainers_192 | chunk 8 | prompt_tokens=4324, candidates_tokens=179, total_tokens=4503
2025-11-21T00:29:01.422832 | science_explainers_192 | chunk 9 | prompt_tokens=3192, candidates_tokens=195, total_tokens=3387
2025-11-21T00:29:18.616048 | science_explainers_192 | chunk 10 | prompt_tokens=10783, candidates_tokens=324, total_tokens=11107
2025-11-21T00:29:30.997047 | science_explainers_192 | chunk 11 | prompt_tokens=13971, candidates_tokens=269, total_tokens=14240
2025-11-21T00:29:37.599894 | science_explainers_192 | chunk 12 | prompt_tokens=1419, candidates_tokens=133, total_tokens=1552
2025-11-21T00:29:46.941716 | science_explainers_192 | chunk 13 | prompt_tokens=15003, candidates_tokens=251, total_tokens=15254
2025-11-21T00:29:58.744187 | science_explainers_384 | chunk 0 | prompt_tokens=3683, candidates_tokens=155, total_tokens=3838
2025-11-21T00:30:08.830869 | science_explainers_384 | chunk 1 | prompt_tokens=11682, candidates_tokens=210, total_tokens=11892
2025-11-21T00:30:15.475820 | science_explainers_384 | chunk 2 | prompt_tokens=5098, candidates_tokens=156, total_tokens=5254
2025-11-21T00:30:27.759220 | science_explainers_384 | chunk 3 | prompt_tokens=7720, candidates_tokens=144, total_tokens=7864
2025-11-21T00:30:47.422361 | science_explainers_384 | chunk 4 | prompt_tokens=10242, candidates_tokens=238, total_tokens=10480
2025-11-21T00:30:59.880004 | science_explainers_384 | chunk 5 | prompt_tokens=7104, candidates_tokens=216, total_tokens=7320
2025-11-21T00:31:12.685012 | science_explainers_384 | chunk 6 | prompt_tokens=11732, candidates_tokens=174, total_tokens=11906
2025-11-21T00:31:27.154779 | science_explainers_384 | chunk 7 | prompt_tokens=16160, candidates_tokens=351, total_tokens=16511
2025-11-21T00:31:36.469029 | science_explainers_384 | chunk 8 | prompt_tokens=9085, candidates_tokens=147, total_tokens=9232
2025-11-21T00:31:52.140822 | science_explainers_384 | chunk 9 | prompt_tokens=12789, candidates_tokens=212, total_tokens=13001
2025-11-21T00:32:00.323810 | science_explainers_384 | chunk 10 | prompt_tokens=5098, candidates_tokens=191, total_tokens=5289
2025-11-21T00:32:09.951982 | science_explainers_384 | chunk 11 | prompt_tokens=8003, candidates_tokens=180, total_tokens=8183
2025-11-21T00:32:23.126829 | science_explainers_384 | chunk 12 | prompt_tokens=6846, candidates_tokens=151, total_tokens=6997
2025-11-21T00:32:30.232229 | science_explainers_384 | chunk 13 | prompt_tokens=4324, candidates_tokens=135, total_tokens=4459
2025-11-21T00:32:41.399066 | science_explainers_384 | chunk 14 | prompt_tokens=8877, candidates_tokens=201, total_tokens=9078
2025-11-21T00:32:58.009824 | science_explainers_384 | chunk 15 | prompt_tokens=13047, candidates_tokens=303, total_tokens=13350
2025-11-21T00:33:08.544398 | science_explainers_384 | chunk 16 | prompt_tokens=9085, candidates_tokens=183, total_tokens=9268
2025-11-21T00:33:18.344122 | science_explainers_384 | chunk 17 | prompt_tokens=7387, candidates_tokens=128, total_tokens=7515
2025-11-21T00:33:31.286031 | science_explainers_384 | chunk 18 | prompt_tokens=7645, candidates_tokens=154, total_tokens=7799
2025-11-21T00:33:37.714547 | science_explainers_384 | chunk 19 | prompt_tokens=903, candidates_tokens=183, total_tokens=1086
2025-11-21T00:33:49.128593 | science_explainers_60 | chunk 0 | prompt_tokens=7645, candidates_tokens=218, total_tokens=7863
2025-11-21T00:34:06.336269 | science_explainers_60 | chunk 1 | prompt_tokens=9393, candidates_tokens=146, total_tokens=9539
2025-11-21T00:34:14.853843 | science_explainers_60 | chunk 2 | prompt_tokens=6022, candidates_tokens=192, total_tokens=6214
2025-11-21T00:34:29.778214 | science_explainers_60 | chunk 3 | prompt_tokens=21279, candidates_tokens=202, total_tokens=21481
2025-11-21T00:34:36.688508 | science_explainers_60 | chunk 4 | prompt_tokens=5972, candidates_tokens=110, total_tokens=6082
2025-11-21T00:34:44.936243 | science_explainers_60 | chunk 5 | prompt_tokens=7079, candidates_tokens=113, total_tokens=7192
2025-11-21T00:34:55.588413 | science_explainers_60 | chunk 6 | prompt_tokens=18682, candidates_tokens=140, total_tokens=18822
2025-11-21T00:35:08.806154 | science_explainers_60 | chunk 7 | prompt_tokens=17858, candidates_tokens=188, total_tokens=18046
2025-11-21T00:35:34.172573 | science_explainers_60 | chunk 8 | prompt_tokens=22977, candidates_tokens=190, total_tokens=23167
2025-11-21T00:35:46.883885 | science_explainers_60 | chunk 9 | prompt_tokens=10783, candidates_tokens=126, total_tokens=10909
2025-11-21T00:35:54.908879 | science_explainers_338 | chunk 0 | prompt_tokens=7928, candidates_tokens=173, total_tokens=8101
2025-11-21T00:36:04.671699 | science_explainers_338 | chunk 1 | prompt_tokens=11707, candidates_tokens=177, total_tokens=11884
2025-11-21T00:36:12.863802 | science_explainers_338 | chunk 2 | prompt_tokens=2859, candidates_tokens=205, total_tokens=3064
2025-11-21T00:36:21.761825 | science_explainers_338 | chunk 3 | prompt_tokens=6821, candidates_tokens=209, total_tokens=7030
2025-11-21T00:36:31.586466 | science_explainers_338 | chunk 4 | prompt_tokens=11116, candidates_tokens=180, total_tokens=11296
2025-11-21T00:36:46.098923 | science_explainers_338 | chunk 5 | prompt_tokens=19248, candidates_tokens=225, total_tokens=19473
2025-11-21T00:36:52.897317 | science_explainers_338 | chunk 6 | prompt_tokens=3142, candidates_tokens=193, total_tokens=3335
2025-11-21T00:37:04.649053 | science_explainers_338 | chunk 7 | prompt_tokens=17808, candidates_tokens=222, total_tokens=18030
2025-11-21T00:37:25.340228 | science_explainers_338 | chunk 8 | prompt_tokens=43353, candidates_tokens=220, total_tokens=43573
2025-11-21T00:37:39.037849 | science_explainers_338 | chunk 9 | prompt_tokens=24983, candidates_tokens=184, total_tokens=25167
2025-11-21T00:37:48.407805 | science_explainers_338 | chunk 10 | prompt_tokens=9859, candidates_tokens=217, total_tokens=10076
2025-11-21T00:37:56.355887 | science_explainers_98 | chunk 0 | prompt_tokens=6821, candidates_tokens=153, total_tokens=6974
2025-11-21T00:38:04.988630 | science_explainers_98 | chunk 1 | prompt_tokens=6846, candidates_tokens=304, total_tokens=7150
2025-11-21T00:38:13.254376 | science_explainers_98 | chunk 2 | prompt_tokens=9984, candidates_tokens=225, total_tokens=10209
2025-11-21T00:38:21.652948 | science_explainers_98 | chunk 3 | prompt_tokens=3916, candidates_tokens=223, total_tokens=4139
2025-11-21T00:38:31.143305 | science_explainers_98 | chunk 4 | prompt_tokens=9160, candidates_tokens=244, total_tokens=9404
2025-11-21T00:38:38.809271 | science_explainers_98 | chunk 5 | prompt_tokens=4324, candidates_tokens=206, total_tokens=4530
2025-11-21T00:38:46.884760 | science_explainers_98 | chunk 6 | prompt_tokens=6563, candidates_tokens=211, total_tokens=6774
2025-11-21T00:38:57.042415 | science_explainers_98 | chunk 7 | prompt_tokens=21046, candidates_tokens=372, total_tokens=21418
2025-11-21T00:39:08.448790 | science_explainers_98 | chunk 8 | prompt_tokens=21462, candidates_tokens=416, total_tokens=21878
2025-11-21T00:39:16.179289 | science_explainers_98 | chunk 9 | prompt_tokens=13380, candidates_tokens=306, total_tokens=13686
2025-11-21T00:39:23.147482 | science_explainers_98 | chunk 10 | prompt_tokens=13405, candidates_tokens=273, total_tokens=13678
2025-11-21T00:39:33.271733 | science_explainers_98 | chunk 11 | prompt_tokens=17342, candidates_tokens=231, total_tokens=17573
2025-11-21T00:39:43.637923 | science_explainers_98 | chunk 12 | prompt_tokens=8236, candidates_tokens=296, total_tokens=8532
2025-11-21T00:39:56.924917 | science_explainers_165 | chunk 0 | prompt_tokens=19764, candidates_tokens=205, total_tokens=19969
2025-11-21T00:40:13.226115 | science_explainers_165 | chunk 1 | prompt_tokens=17600, candidates_tokens=217, total_tokens=17817
2025-11-21T00:40:27.649493 | science_explainers_165 | chunk 2 | prompt_tokens=17833, candidates_tokens=276, total_tokens=18109
2025-11-21T00:40:39.040944 | science_explainers_165 | chunk 3 | prompt_tokens=11657, candidates_tokens=222, total_tokens=11879
2025-11-21T00:40:52.063054 | science_explainers_165 | chunk 4 | prompt_tokens=11141, candidates_tokens=157, total_tokens=11298
2025-11-21T00:41:01.690526 | science_explainers_165 | chunk 5 | prompt_tokens=8802, candidates_tokens=153, total_tokens=8955
2025-11-21T00:41:08.952454 | science_explainers_165 | chunk 6 | prompt_tokens=9035, candidates_tokens=125, total_tokens=9160
2025-11-21T00:41:23.895491 | science_explainers_165 | chunk 7 | prompt_tokens=16418, candidates_tokens=320, total_tokens=16738
2025-11-21T00:41:34.735027 | science_explainers_157 | chunk 0 | prompt_tokens=7770, candidates_tokens=166, total_tokens=7936
2025-11-21T00:42:05.045162 | science_explainers_157 | chunk 1 | prompt_tokens=28662, candidates_tokens=221, total_tokens=28883
2025-11-21T00:42:30.835624 | science_explainers_157 | chunk 2 | prompt_tokens=17009, candidates_tokens=150, total_tokens=17159
2025-11-21T00:42:47.505798 | science_explainers_157 | chunk 3 | prompt_tokens=17009, candidates_tokens=266, total_tokens=17275
2025-11-21T00:42:55.976963 | science_explainers_157 | chunk 4 | prompt_tokens=4815, candidates_tokens=219, total_tokens=5034
2025-11-21T00:43:07.510691 | science_explainers_157 | chunk 5 | prompt_tokens=9443, candidates_tokens=225, total_tokens=9668
2025-11-21T00:43:21.540882 | science_explainers_157 | chunk 6 | prompt_tokens=7978, candidates_tokens=142, total_tokens=8120
2025-11-21T00:43:32.883432 | science_explainers_157 | chunk 7 | prompt_tokens=6796, candidates_tokens=180, total_tokens=6976
2025-11-21T00:43:40.997020 | science_explainers_157 | chunk 8 | prompt_tokens=10758, candidates_tokens=182, total_tokens=10940
2025-11-21T00:43:52.519738 | science_explainers_157 | chunk 9 | prompt_tokens=17575, candidates_tokens=191, total_tokens=17766
2025-11-21T00:44:04.711130 | science_explainers_157 | chunk 10 | prompt_tokens=9626, candidates_tokens=191, total_tokens=9817
2025-11-21T00:44:17.433489 | science_explainers_157 | chunk 11 | prompt_tokens=5639, candidates_tokens=233, total_tokens=5872
2025-11-21T00:44:46.942670 | science_explainers_157 | chunk 12 | prompt_tokens=17342, candidates_tokens=387, total_tokens=17729
2025-11-21T00:44:53.145107 | science_explainers_259 | chunk 0 | prompt_tokens=2834, candidates_tokens=136, total_tokens=2970
2025-11-21T00:45:03.071727 | science_explainers_259 | chunk 1 | prompt_tokens=17367, candidates_tokens=204, total_tokens=17571
2025-11-21T00:45:20.960922 | science_explainers_259 | chunk 2 | prompt_tokens=17575, candidates_tokens=287, total_tokens=17862
2025-11-21T00:45:36.720342 | science_explainers_259 | chunk 3 | prompt_tokens=40806, candidates_tokens=265, total_tokens=41071
2025-11-21T00:45:55.765751 | science_explainers_259 | chunk 4 | prompt_tokens=18499, candidates_tokens=166, total_tokens=18665
2025-11-21T00:46:07.051140 | science_explainers_259 | chunk 5 | prompt_tokens=24159, candidates_tokens=191, total_tokens=24350
2025-11-21T00:46:12.503784 | science_explainers_259 | chunk 6 | prompt_tokens=645, candidates_tokens=172, total_tokens=817
2025-11-21T00:46:23.020596 | science_explainers_259 | chunk 7 | prompt_tokens=9393, candidates_tokens=207, total_tokens=9600
2025-11-21T00:46:30.959807 | science_explainers_259 | chunk 8 | prompt_tokens=7437, candidates_tokens=243, total_tokens=7680
2025-11-21T00:46:38.661941 | science_explainers_259 | chunk 9 | prompt_tokens=8802, candidates_tokens=237, total_tokens=9039
2025-11-21T00:46:54.563168 | science_explainers_150 | chunk 0 | prompt_tokens=7437, candidates_tokens=183, total_tokens=7620
2025-11-21T00:47:15.745639 | science_explainers_150 | chunk 1 | prompt_tokens=7953, candidates_tokens=245, total_tokens=8198
2025-11-21T00:47:23.650209 | science_explainers_150 | chunk 2 | prompt_tokens=6047, candidates_tokens=203, total_tokens=6250
2025-11-21T00:47:37.526636 | science_explainers_150 | chunk 3 | prompt_tokens=6563, candidates_tokens=194, total_tokens=6757
2025-11-21T00:48:00.698635 | science_explainers_150 | chunk 4 | prompt_tokens=10883, candidates_tokens=230, total_tokens=11113
2025-11-21T00:48:17.976008 | science_explainers_150 | chunk 5 | prompt_tokens=5431, candidates_tokens=168, total_tokens=5599
2025-11-21T00:48:41.837918 | science_explainers_150 | chunk 6 | prompt_tokens=16776, candidates_tokens=246, total_tokens=17022
2025-11-21T00:48:56.277890 | science_explainers_150 | chunk 7 | prompt_tokens=13896, candidates_tokens=227, total_tokens=14123
2025-11-21T00:49:45.798972 | science_explainers_150 | chunk 8 | prompt_tokens=27172, candidates_tokens=194, total_tokens=27366
2025-11-21T00:49:55.224696 | science_explainers_150 | chunk 9 | prompt_tokens=16518, candidates_tokens=268, total_tokens=16786
2025-11-21T00:50:03.773676 | science_explainers_341 | chunk 0 | prompt_tokens=5764, candidates_tokens=157, total_tokens=5921
2025-11-21T00:50:32.727241 | science_explainers_341 | chunk 1 | prompt_tokens=14820, candidates_tokens=246, total_tokens=15066
2025-11-21T00:50:46.110295 | science_explainers_341 | chunk 2 | prompt_tokens=3708, candidates_tokens=206, total_tokens=3914
2025-11-21T00:51:07.207341 | science_explainers_341 | chunk 3 | prompt_tokens=13122, candidates_tokens=443, total_tokens=13565
2025-11-21T00:51:24.469106 | science_explainers_341 | chunk 4 | prompt_tokens=12273, candidates_tokens=204, total_tokens=12477
2025-11-21T00:51:30.120076 | science_explainers_341 | chunk 5 | prompt_tokens=1211, candidates_tokens=140, total_tokens=1351
2025-11-21T00:52:17.740301 | science_explainers_341 | chunk 6 | prompt_tokens=31442, candidates_tokens=324, total_tokens=31766
2025-11-21T00:52:30.562391 | science_explainers_341 | chunk 7 | prompt_tokens=8752, candidates_tokens=276, total_tokens=9028
2025-11-21T00:52:54.605833 | science_explainers_341 | chunk 8 | prompt_tokens=12148, candidates_tokens=225, total_tokens=12373
2025-11-21T00:53:38.631964 | science_explainers_341 | chunk 9 | prompt_tokens=26348, candidates_tokens=712, total_tokens=27060
2025-11-21T00:53:47.218940 | science_explainers_341 | chunk 10 | prompt_tokens=2293, candidates_tokens=216, total_tokens=2509
2025-11-21T00:54:10.894829 | science_explainers_341 | chunk 11 | prompt_tokens=6921, candidates_tokens=206, total_tokens=7127
2025-11-21T00:54:18.932296 | science_explainers_341 | chunk 12 | prompt_tokens=10500, candidates_tokens=237, total_tokens=10737
2025-11-21T00:54:30.880735 | science_explainers_341 | chunk 13 | prompt_tokens=12814, candidates_tokens=234, total_tokens=13048
2025-11-21T00:54:39.812051 | science_explainers_45 | chunk 0 | prompt_tokens=2526, candidates_tokens=97, total_tokens=2623
2025-11-21T00:54:56.698628 | science_explainers_45 | chunk 1 | prompt_tokens=11965, candidates_tokens=198, total_tokens=12163
2025-11-21T00:55:24.930494 | science_explainers_45 | chunk 2 | prompt_tokens=10292, candidates_tokens=270, total_tokens=10562
2025-11-21T00:55:40.684401 | science_explainers_45 | chunk 3 | prompt_tokens=20763, candidates_tokens=258, total_tokens=21021
2025-11-21T00:56:15.007635 | science_explainers_45 | chunk 4 | prompt_tokens=14487, candidates_tokens=224, total_tokens=14711
2025-11-21T00:56:30.157937 | science_explainers_45 | chunk 5 | prompt_tokens=9110, candidates_tokens=145, total_tokens=9255
2025-11-21T00:56:47.584800 | science_explainers_45 | chunk 6 | prompt_tokens=14254, candidates_tokens=217, total_tokens=14471
2025-11-21T00:58:06.502821 | science_explainers_45 | chunk 7 | prompt_tokens=7079, candidates_tokens=193, total_tokens=7272
2025-11-21T00:58:17.083766 | science_explainers_45 | chunk 8 | prompt_tokens=13946, candidates_tokens=199, total_tokens=14145
2025-11-21T00:58:29.156738 | science_explainers_45 | chunk 9 | prompt_tokens=25216, candidates_tokens=259, total_tokens=25475
2025-11-21T00:58:35.423083 | science_explainers_45 | chunk 10 | prompt_tokens=6022, candidates_tokens=204, total_tokens=6226
2025-11-21T00:58:46.174815 | science_explainers_382 | chunk 0 | prompt_tokens=15669, candidates_tokens=311, total_tokens=15980
2025-11-21T00:58:53.946388 | science_explainers_382 | chunk 1 | prompt_tokens=8877, candidates_tokens=163, total_tokens=9040
2025-11-21T00:59:01.810453 | science_explainers_382 | chunk 2 | prompt_tokens=8211, candidates_tokens=225, total_tokens=8436
2025-11-21T00:59:07.745526 | science_explainers_382 | chunk 3 | prompt_tokens=4557, candidates_tokens=177, total_tokens=4734
2025-11-21T00:59:17.900940 | science_explainers_382 | chunk 4 | prompt_tokens=4507, candidates_tokens=144, total_tokens=4651
2025-11-21T00:59:26.045764 | science_explainers_382 | chunk 5 | prompt_tokens=14695, candidates_tokens=280, total_tokens=14975
2025-11-21T00:59:32.884546 | science_explainers_382 | chunk 6 | prompt_tokens=11965, candidates_tokens=155, total_tokens=12120
2025-11-21T00:59:39.806700 | science_explainers_382 | chunk 7 | prompt_tokens=5456, candidates_tokens=188, total_tokens=5644
2025-11-21T00:59:47.825698 | science_explainers_382 | chunk 8 | prompt_tokens=11940, candidates_tokens=291, total_tokens=12231
2025-11-21T00:59:54.745194 | science_explainers_382 | chunk 9 | prompt_tokens=11707, candidates_tokens=212, total_tokens=11919
2025-11-21T01:00:01.575595 | science_explainers_382 | chunk 10 | prompt_tokens=10833, candidates_tokens=210, total_tokens=11043
2025-11-21T01:00:14.468765 | science_explainers_382 | chunk 11 | prompt_tokens=13588, candidates_tokens=295, total_tokens=13883
2025-11-21T01:00:27.347405 | science_explainers_382 | chunk 12 | prompt_tokens=11016, candidates_tokens=223, total_tokens=11239
2025-11-21T01:00:44.790475 | science_explainers_382 | chunk 13 | prompt_tokens=34247, candidates_tokens=348, total_tokens=34595
2025-11-21T01:00:55.366258 | science_explainers_162 | chunk 0 | prompt_tokens=6613, candidates_tokens=163, total_tokens=6776
2025-11-21T01:01:03.950739 | science_explainers_162 | chunk 1 | prompt_tokens=5148, candidates_tokens=263, total_tokens=5411
2025-11-21T01:01:16.463133 | science_explainers_162 | chunk 2 | prompt_tokens=6280, candidates_tokens=298, total_tokens=6578
2025-11-21T01:01:25.691882 | science_explainers_162 | chunk 3 | prompt_tokens=10500, candidates_tokens=218, total_tokens=10718
2025-11-21T01:10:24.849172 | science_explainers_162 | chunk 4 | prompt_tokens=8901, candidates_tokens=273, total_tokens=9174
2025-11-21T01:10:37.283023 | science_explainers_162 | chunk 5 | prompt_tokens=10858, candidates_tokens=311, total_tokens=11169
2025-11-21T01:10:45.875386 | science_explainers_162 | chunk 6 | prompt_tokens=7928, candidates_tokens=223, total_tokens=8151
2025-11-21T01:11:10.901401 | science_explainers_162 | chunk 7 | prompt_tokens=22436, candidates_tokens=182, total_tokens=22618
2025-11-21T01:11:22.450457 | science_explainers_162 | chunk 8 | prompt_tokens=4274, candidates_tokens=204, total_tokens=4478
2025-11-21T01:11:40.407028 | science_explainers_162 | chunk 9 | prompt_tokens=6330, candidates_tokens=252, total_tokens=6582
2025-11-21T01:11:56.743015 | science_explainers_162 | chunk 10 | prompt_tokens=7928, candidates_tokens=235, total_tokens=8163
2025-11-21T01:12:23.384427 | science_explainers_162 | chunk 11 | prompt_tokens=17883, candidates_tokens=257, total_tokens=18140
2025-11-21T01:12:41.230670 | science_explainers_162 | chunk 12 | prompt_tokens=8261, candidates_tokens=238, total_tokens=8499
2025-11-21T01:13:00.200339 | science_explainers_162 | chunk 13 | prompt_tokens=20172, candidates_tokens=256, total_tokens=20428
2025-11-21T01:13:10.832171 | science_explainers_162 | chunk 14 | prompt_tokens=10317, candidates_tokens=161, total_tokens=10478
2025-11-21T01:13:24.022555 | science_explainers_227 | chunk 0 | prompt_tokens=8877, candidates_tokens=193, total_tokens=9070
2025-11-21T01:13:45.967728 | science_explainers_227 | chunk 1 | prompt_tokens=11016, candidates_tokens=119, total_tokens=11135
2025-11-21T01:13:55.839232 | science_explainers_227 | chunk 2 | prompt_tokens=2268, candidates_tokens=128, total_tokens=2396
2025-11-21T01:14:01.811199 | science_explainers_227 | chunk 3 | prompt_tokens=6771, candidates_tokens=156, total_tokens=6927
2025-11-21T01:14:12.059433 | science_explainers_227 | chunk 4 | prompt_tokens=23235, candidates_tokens=126, total_tokens=23361
2025-11-21T01:14:18.260944 | science_explainers_227 | chunk 5 | prompt_tokens=8028, candidates_tokens=145, total_tokens=8173
2025-11-21T01:14:38.718938 | science_explainers_227 | chunk 6 | prompt_tokens=17675, candidates_tokens=229, total_tokens=17904
2025-11-21T01:14:50.442400 | science_explainers_227 | chunk 7 | prompt_tokens=11632, candidates_tokens=149, total_tokens=11781
2025-11-21T01:14:56.989245 | science_explainers_227 | chunk 8 | prompt_tokens=5431, candidates_tokens=148, total_tokens=5579
2025-11-21T01:15:09.719602 | science_explainers_227 | chunk 9 | prompt_tokens=13405, candidates_tokens=327, total_tokens=13732
2025-11-21T01:15:15.159948 | science_explainers_227 | chunk 10 | prompt_tokens=2551, candidates_tokens=166, total_tokens=2717
2025-11-21T01:15:25.511499 | science_explainers_227 | chunk 11 | prompt_tokens=6205, candidates_tokens=172, total_tokens=6377
2025-11-21T01:15:34.620749 | science_explainers_227 | chunk 12 | prompt_tokens=2293, candidates_tokens=128, total_tokens=2421
2025-11-21T01:15:48.629621 | science_explainers_227 | chunk 13 | prompt_tokens=9909, candidates_tokens=203, total_tokens=10112
2025-11-21T01:15:59.158178 | science_explainers_268 | chunk 0 | prompt_tokens=4790, candidates_tokens=158, total_tokens=4948
2025-11-21T01:16:14.683332 | science_explainers_268 | chunk 1 | prompt_tokens=20946, candidates_tokens=182, total_tokens=21128
2025-11-21T01:16:23.443909 | science_explainers_268 | chunk 2 | prompt_tokens=2651, candidates_tokens=159, total_tokens=2810
2025-11-21T01:16:34.823864 | science_explainers_268 | chunk 3 | prompt_tokens=6588, candidates_tokens=191, total_tokens=6779
2025-11-21T01:16:46.799598 | science_explainers_268 | chunk 4 | prompt_tokens=12198, candidates_tokens=193, total_tokens=12391
2025-11-21T01:17:01.470303 | science_explainers_268 | chunk 5 | prompt_tokens=8777, candidates_tokens=126, total_tokens=8903
2025-11-21T01:17:13.525958 | science_explainers_268 | chunk 6 | prompt_tokens=12248, candidates_tokens=187, total_tokens=12435
2025-11-21T01:17:22.719694 | science_explainers_268 | chunk 7 | prompt_tokens=8877, candidates_tokens=130, total_tokens=9007
2025-11-21T01:17:34.875248 | science_explainers_268 | chunk 8 | prompt_tokens=10833, candidates_tokens=163, total_tokens=10996
2025-11-21T01:17:45.820294 | science_explainers_268 | chunk 9 | prompt_tokens=8494, candidates_tokens=160, total_tokens=8654
2025-11-21T01:18:02.417186 | science_explainers_268 | chunk 10 | prompt_tokens=21870, candidates_tokens=248, total_tokens=22118
2025-11-21T01:18:11.678275 | science_explainers_268 | chunk 11 | prompt_tokens=9959, candidates_tokens=145, total_tokens=10104
2025-11-21T01:18:24.195427 | science_explainers_268 | chunk 12 | prompt_tokens=7412, candidates_tokens=143, total_tokens=7555
2025-11-21T01:18:35.462668 | science_explainers_86 | chunk 0 | prompt_tokens=6072, candidates_tokens=171, total_tokens=6243
2025-11-21T01:18:44.523462 | science_explainers_86 | chunk 1 | prompt_tokens=8003, candidates_tokens=300, total_tokens=8303
2025-11-21T01:18:54.387884 | science_explainers_86 | chunk 2 | prompt_tokens=8494, candidates_tokens=203, total_tokens=8697
2025-11-21T01:19:06.077172 | science_explainers_86 | chunk 3 | prompt_tokens=10858, candidates_tokens=200, total_tokens=11058
2025-11-21T01:19:13.400803 | science_explainers_86 | chunk 4 | prompt_tokens=4224, candidates_tokens=237, total_tokens=4461
2025-11-21T01:19:20.002442 | science_explainers_86 | chunk 5 | prompt_tokens=1752, candidates_tokens=244, total_tokens=1996
2025-11-21T01:19:28.820922 | science_explainers_86 | chunk 6 | prompt_tokens=6538, candidates_tokens=282, total_tokens=6820
